Clean Alternative Fuel Vehicle Type,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,Primary Use,Electric Range,New or Used Vehicle,Transaction Type,Transaction Date,Year,County,City,State,Postal Code
Battery Electric Vehicle (BEV),WMWXP3C03M,132231354,2021,MINI,Hardtop,Passenger,110,Used,Registration Renewal,November 03 2022,2022,Kitsap,OLALLA,WA,98359
Battery Electric Vehicle (BEV),1N4BZ0CP3H,349849881,2017,NISSAN,Leaf,Passenger,107,Used,Registration Renewal,January 08 2024,2024,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),5YJ3E1EB4P,256102787,2023,TESLA,Model 3,Passenger,0,New,Original Registration,November 22 2023,2023,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),5YJ3E1EA8N,182650352,2022,TESLA,Model 3,Passenger,0,Used,Registration Renewal,November 30 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1V2GNPE89P,225833751,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,January 06 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),1N4AZ0CP6D,194798047,2013,NISSAN,Leaf,Passenger,75,Used,Registration Renewal,February 23 2017,2017,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),KNDC3DLC3P,244863293,2023,KIA,EV6,Passenger,0,Used,Registration Renewal,May 29 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),4JGDM4EB9P,251155243,2023,MERCEDES-BENZ,EQS-Class SUV,Passenger,0,New,Original Title,August 28 2023,2023,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F39M,176226074,2021,HONDA,Clarity,Passenger,47,Used,Original Registration,August 26 2021,2021,Cowlitz,KELSO,WA,98626
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F3XM,185522732,2021,HONDA,Clarity,Passenger,47,New,Original Title,November 10 2021,2021,Cowlitz,KELSO,WA,98626
Battery Electric Vehicle (BEV),5YJ3E1EB4M,220405062,2021,TESLA,Model 3,Passenger,0,Used,Registration Renewal,September 28 2023,2023,Cowlitz,KELSO,WA,98626
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6S51J,178578613,2018,CHEVROLET,Volt,Passenger,53,New,Original Registration,April 03 2019,2019,King,NORTH BEND,WA,98045
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E48E,214684438,2014,CHEVROLET,Volt,Passenger,38,New,Original Registration,August 04 2015,2015,King,NORTH BEND,WA,98045
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6S50J,476751299,2018,CHEVROLET,Volt,Passenger,53,New,Original Registration,April 03 2019,2019,King,NORTH BEND,WA,98045
Battery Electric Vehicle (BEV),5YJXCBE44G,259777255,2016,TESLA,Model X,Passenger,200,Used,Transfer Title,January 12 2024,2024,King,NORTH BEND,WA,98045
Battery Electric Vehicle (BEV),YSMFD3KA2R,268437949,2024,POLESTAR,PS2,Passenger,0,New,Original Registration,June 18 2024,2024,King,SEATTLE,WA,98133
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6S58H,243493806,2017,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,June 10 2019,2019,King,SHORELINE,WA,98133
Battery Electric Vehicle (BEV),KM8K33AGXL,249675142,2020,HYUNDAI,Kona,Passenger,258,Used,Registration at time of Transfer,August 04 2023,2023,King,SEATTLE,WA,98103
Plug-in Hybrid Electric Vehicle (PHEV),KNDPYDAH0P,211264511,2023,KIA,Sportage,Passenger,34,New,Original Registration,August 24 2022,2022,Yakima,SELAH,WA,98942
Battery Electric Vehicle (BEV),7SAYGDEE0N,213718676,2022,TESLA,Model Y,Passenger,0,New,Original Registration,August 26 2022,2022,King,SEATTLE,WA,98103
Plug-in Hybrid Electric Vehicle (PHEV),WAUTPBFF1G,194957668,2016,AUDI,A3,Passenger,16,Used,Transfer Title,May 09 2024,2024,Yakima,YAKIMA,WA,98901
Battery Electric Vehicle (BEV),WVWKP7AU0G,264034858,2016,VOLKSWAGEN,e-Golf,Passenger,83,Used,Registration Renewal,February 07 2023,2023,Clark,VANCOUVER,WA,98661
Plug-in Hybrid Electric Vehicle (PHEV),1G1RH6E43E,200657110,2014,CHEVROLET,Volt,Passenger,38,Used,Transfer Title,December 01 2023,2023,Clark,VANCOUVER,WA,98684
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0PM2J,122350546,2018,VOLVO,XC90,Passenger,19,New,Original Title,January 16 2018,2018,Clark,VANCOUVER,WA,98685
Plug-in Hybrid Electric Vehicle (PHEV),1G1RF6E44D,178650685,2013,CHEVROLET,Volt,Passenger,38,Used,Original Registration,March 09 2017,2017,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1S71P,267290222,2023,CHRYSLER,Pacifica,Passenger,32,New,Original Registration,June 17 2024,2024,Clark,VANCOUVER,WA,98685
Battery Electric Vehicle (BEV),5YJYGDEE1L,128506570,2020,TESLA,Model Y,Passenger,291,Used,Registration Renewal,September 27 2022,2022,King,SEATTLE,WA,98107
Battery Electric Vehicle (BEV),5YJ3E1EA6N,218037669,2022,TESLA,Model 3,Passenger,0,Used,Registration Renewal,September 06 2023,2023,King,SEATTLE,WA,98107
Battery Electric Vehicle (BEV),WVWKR7AU4H,128499570,2017,VOLKSWAGEN,e-Golf,Passenger,125,Used,Registration at time of Transfer,May 03 2022,2022,King,SEATTLE,WA,98107
Plug-in Hybrid Electric Vehicle (PHEV),WA1E2AFY8M,151855224,2021,AUDI,Q5 e,Passenger,18,Used,Registration at time of Transfer,June 11 2024,2024,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5CU7E,137563520,2014,FORD,C-Max,Passenger,19,Used,Registration Renewal,November 01 2019,2019,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),1V2JNPE8XP,260881505,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,January 26 2024,2024,King,SEATTLE,WA,98177
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E45B,150479675,2011,CHEVROLET,Volt,Passenger,35,Used,Registration Renewal,May 23 2019,2019,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),5YJ3E1EB6L,6335647,2020,TESLA,Model 3,Passenger,322,Used,Registration Renewal,December 10 2020,2020,Kitsap,SILVERDALE,WA,98383
Plug-in Hybrid Electric Vehicle (PHEV),5UXTA6C00P,228782375,2023,BMW,X5,Passenger,30,Used,Registration Renewal,January 22 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA0J,100712720,2018,TESLA,Model 3,Passenger,215,New,Original Title,February 21 2018,2018,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),KM8KRDAFXP,231079782,2023,HYUNDAI,Ioniq 5,Passenger,0,New,Original Registration,March 27 2023,2023,Kitsap,SILVERDALE,WA,98383
Battery Electric Vehicle (BEV),KNDCE3LG4K,104672249,2019,KIA,Niro,Passenger,239,New,Original Title,May 14 2020,2020,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),7PDSGBBA1P,259005659,2023,RIVIAN,R1S,Passenger,0,New,Original Registration,December 12 2023,2023,King,SEATTLE,WA,98112
Plug-in Hybrid Electric Vehicle (PHEV),WAUSPBFF1H,135207054,2017,AUDI,A3,Passenger,16,Used,Registration Renewal,October 10 2023,2023,King,SEATTLE,WA,98102
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6S58H,285737791,2017,CHEVROLET,Volt,Passenger,53,New,Original Title,December 19 2017,2017,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),5YJ3E1EBXJ,123345386,2018,TESLA,Model 3,Passenger,215,Used,Registration Renewal,July 31 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA8M,179002470,2021,TESLA,Model 3,Passenger,0,New,Original Title,October 29 2021,2021,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),JTDKN3DP7F,317898381,2015,TOYOTA,Prius Plug-in,Passenger,6,Used,Transfer Title,May 12 2016,2016,Jefferson,PORT TOWNSEND,WA,98368
Battery Electric Vehicle (BEV),1N4AZ0CP7F,139590090,2015,NISSAN,Leaf,Passenger,84,New,Original Title,April 12 2016,2016,Jefferson,PORT TOWNSEND,WA,98368
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CL6M,141782784,2021,VOLVO,XC90,Passenger,18,Used,Registration Renewal,March 28 2022,2022,King,BELLEVUE,WA,98005
Battery Electric Vehicle (BEV),WBY1Z6C34H,3565628,2017,BMW,i3,Passenger,81,Used,Registration Renewal,March 02 2019,2019,King,SEATTLE,WA,98112
Battery Electric Vehicle (BEV),50EA1PFA5P,252272730,2023,LUCID,Air,Passenger,0,New,Original Registration,August 29 2023,2023,King,SAMMAMISH,WA,98074
Battery Electric Vehicle (BEV),1N4BZ0CP4H,127206376,2017,NISSAN,Leaf,Passenger,107,Used,Registration at time of Transfer,July 01 2021,2021,King,SEATTLE,WA,98109
Battery Electric Vehicle (BEV),7SAYGDEEXP,251617999,2023,TESLA,Model Y,Passenger,0,New,Original Title,August 10 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WMWXP3C02M,120582248,2021,MINI,Hardtop,Passenger,110,New,Original Title,August 25 2020,2020,King,SEATTLE,WA,98116
Battery Electric Vehicle (BEV),1G1FZ6S02K,252991805,2019,CHEVROLET,Bolt EV,Passenger,238,Used,Original Title,August 02 2023,2023,King,SEATTLE,WA,98102
Battery Electric Vehicle (BEV),5YJ3E1EB9K,477066516,2019,TESLA,Model 3,Passenger,220,Used,Registration Renewal,September 22 2022,2022,King,NORTH BEND,WA,98045
Plug-in Hybrid Electric Vehicle (PHEV),KNDPYDDH0R,265842895,2024,KIA,Sportage,Passenger,34,New,Original Title,May 15 2024,2024,Thurston,OLYMPIA,WA,98502
Battery Electric Vehicle (BEV),1G1FW6S00H,251504571,2017,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,August 23 2022,2022,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),KMHC65LD5K,144349670,2019,HYUNDAI,Ioniq,Passenger,29,Used,Original Registration,March 10 2021,2021,King,SHORELINE,WA,98155
Battery Electric Vehicle (BEV),JM1DRADB6P,267624311,2023,MAZDA,MX-30,Passenger,0,Used,Original Registration,June 28 2024,2024,King,SEATTLE,WA,98115
Plug-in Hybrid Electric Vehicle (PHEV),JTDKN3DPXD,107936377,2013,TOYOTA,Prius Plug-in,Passenger,6,Used,Registration Renewal,March 27 2019,2019,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),1G1FX6S09N,262649768,2022,CHEVROLET,Bolt EV,Passenger,0,Used,Original Registration,February 28 2024,2024,King,SEATTLE,WA,98115
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6S54J,183246360,2018,CHEVROLET,Volt,Passenger,53,Used,Original Title,September 08 2018,2018,King,SEATTLE,WA,98115
Plug-in Hybrid Electric Vehicle (PHEV),1C4JJXP68M,219397531,2021,JEEP,Wrangler,Passenger,25,Used,Registration Renewal,September 19 2023,2023,Clark,VANCOUVER,WA,98665
Battery Electric Vehicle (BEV),1G1FZ6S01L,140275824,2020,CHEVROLET,Bolt EV,Passenger,259,Used,Registration Renewal,January 29 2024,2024,King,FEDERAL WAY,WA,98003
Battery Electric Vehicle (BEV),1G1FX6S02P,244866149,2023,CHEVROLET,Bolt EV,Passenger,0,New,Original Registration,August 08 2023,2023,King,FEDERAL WAY,WA,98003
Plug-in Hybrid Electric Vehicle (PHEV),JTDKN3DP6E,348904125,2014,TOYOTA,Prius Plug-in,Passenger,6,Used,Registration Renewal,March 10 2022,2022,King,RENTON,WA,98055
Battery Electric Vehicle (BEV),3FMTK3RM0P,251030454,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Title,August 07 2023,2023,King,BURIEN,WA,98166
Battery Electric Vehicle (BEV),3FMTK4SX2P,251887464,2023,FORD,Mustang Mach-E,Passenger,0,New,Original Title,September 06 2023,2023,King,AUBURN,WA,98001
Battery Electric Vehicle (BEV),7SAYGDEE7R,267648566,2024,TESLA,Model Y,Passenger,0,New,Original Registration,May 17 2024,2024,Clark,WASHOUGAL,WA,98671
Battery Electric Vehicle (BEV),7SAXCBE52P,236288034,2023,TESLA,Model X,Passenger,0,New,Original Registration,May 02 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),1G1FX6S00H,214701812,2017,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,August 22 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),5YJSA1E24F,110052876,2015,TESLA,Model S,Passenger,208,New,Original Title,December 09 2015,2015,King,SEATTLE,WA,98146
Plug-in Hybrid Electric Vehicle (PHEV),3FA6P0SU6E,192624036,2014,FORD,Fusion,Passenger,19,Used,Registration Renewal,April 30 2019,2019,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),5YJSA1CGXD,143553308,2013,TESLA,Model S,Passenger,208,New,Original Registration,April 30 2013,2013,Clark,VANCOUVER,WA,98686
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E40C,133846793,2012,CHEVROLET,Volt,Passenger,35,New,Original Title,November 03 2011,2011,Clark,VANCOUVER,WA,98686
Plug-in Hybrid Electric Vehicle (PHEV),WBY7Z8C58J,196447954,2018,BMW,i3,Passenger,97,Used,Registration Renewal,May 22 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),4JGGM2CB5P,252892461,2023,MERCEDES-BENZ,EQE-Class SUV,Passenger,0,Used,Registration Renewal,May 15 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WP0BA2Y16N,187544633,2022,PORSCHE,Taycan,Passenger,0,Used,Registration Renewal,December 13 2023,2023,King,REDMOND,WA,98052
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5CU4E,139016545,2014,FORD,C-Max,Passenger,19,Used,Registration Renewal,November 30 2020,2020,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),WVWKR7AU4K,282295576,2019,VOLKSWAGEN,e-Golf,Passenger,125,Used,Registration Renewal,August 05 2020,2020,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),7FCTGAAA8N,214809402,2022,RIVIAN,R1T,Truck,0,New,Original Title,October 12 2022,2022,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),7SAYGDEF2N,199013020,2022,TESLA,Model Y,Passenger,0,New,Original Title,April 14 2022,2022,Clark,VANCOUVER,WA,98682
Plug-in Hybrid Electric Vehicle (PHEV),5LMTJ5DZ8P,245799102,2023,LINCOLN,Corsair,Passenger,28,New,Original Title,July 19 2023,2023,Clark,VANCOUVER,WA,98682
Battery Electric Vehicle (BEV),5YJSA1CN2D,180601228,2013,TESLA,Model S,Passenger,208,New,Original Title,June 13 2013,2013,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1G1FZ6S00N,220450632,2022,CHEVROLET,Bolt EUV,Passenger,0,New,Original Title,September 19 2022,2022,Clark,VANCOUVER,WA,98662
Battery Electric Vehicle (BEV),KM8K53AG3P,230764432,2023,HYUNDAI,Kona Electric,Passenger,0,Used,Registration Renewal,January 10 2024,2024,Clark,VANCOUVER,WA,98662
Plug-in Hybrid Electric Vehicle (PHEV),WBY1Z4C54E,210223247,2014,BMW,i3,Passenger,72,Used,Registration Renewal,September 04 2020,2020,King,SEATTLE,WA,98146
Plug-in Hybrid Electric Vehicle (PHEV),JTDKARFP1J,8546156,2018,TOYOTA,Prius Prime,Passenger,25,Used,Original Title,January 04 2020,2020,King,SEATTLE,WA,98146
Plug-in Hybrid Electric Vehicle (PHEV),WP1AE2A23J,102002449,2018,PORSCHE,Cayenne,Passenger,14,Used,Original Registration,March 12 2020,2020,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),JTMABABA8P,236572402,2023,SUBARU,Solterra,Passenger,0,New,Original Title,April 19 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),7FCTGAAA3P,251243618,2023,RIVIAN,R1T,Truck,0,New,Original Title,July 28 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),7SAYGDEF0N,195139934,2022,TESLA,Model Y,Passenger,0,Used,Registration Renewal,February 12 2024,2024,King,SEATTLE,WA,98146
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DL6M,144463728,2021,VOLVO,XC60,Passenger,18,New,Original Registration,February 26 2021,2021,King,BOTHELL,WA,98011
Plug-in Hybrid Electric Vehicle (PHEV),5UX43EU03R,241727216,2024,BMW,X5,Passenger,39,New,Original Title,June 30 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),7SAYGDED9P,260224660,2023,TESLA,Model Y,Passenger,0,New,Original Registration,January 12 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA8K,178763637,2019,TESLA,Model 3,Passenger,220,Used,Registration Renewal,May 03 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),KMHC85LJ0L,156574883,2020,HYUNDAI,Ioniq,Passenger,170,New,Original Title,June 03 2021,2021,Clark,VANCOUVER,WA,98686
Battery Electric Vehicle (BEV),5YJ3E1EB0J,347638196,2018,TESLA,Model 3,Passenger,215,New,Original Registration,January 23 2019,2019,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),5YJSA1E21G,178376803,2016,TESLA,Model S,Passenger,210,Used,Registration Renewal,December 12 2016,2016,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),5YJXCDE25J,146994788,2018,TESLA,Model X,Passenger,238,Used,Registration Renewal,April 29 2023,2023,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),5YJ3E1EC9M,167422230,2021,TESLA,Model 3,Passenger,0,New,Original Title,July 15 2021,2021,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),KNDCC3LG6L,125990455,2020,KIA,Niro,Passenger,239,Used,Registration Renewal,July 11 2022,2022,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1N7XJ,294509015,2018,CHRYSLER,Pacifica,Passenger,33,Used,Registration Renewal,October 08 2020,2020,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1N4BZ1BV1M,156260450,2021,NISSAN,Leaf,Passenger,0,Used,Registration at time of Transfer,July 02 2021,2021,King,KIRKLAND,WA,98034
Battery Electric Vehicle (BEV),WVWPR7AU4K,335533460,2019,VOLKSWAGEN,e-Golf,Passenger,125,Used,Transfer Title,February 14 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WVGUNPE25N,212214964,2022,VOLKSWAGEN,ID.4,Passenger,0,Used,Transfer Title,February 17 2024,2024,King,SEATTLE,WA,98119
Battery Electric Vehicle (BEV),YV4ED3GMXP,263054284,2023,VOLVO,C40,Passenger,0,New,Original Title,March 28 2024,2024,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),WMEEJ9AA9F,215952418,2015,SMART,Fortwo Electric Drive,Passenger,68,New,Original Title,December 02 2014,2014,King,SEATTLE,WA,98115
Plug-in Hybrid Electric Vehicle (PHEV),1G1RB6S58H,322539171,2017,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,June 01 2018,2018,King,RENTON,WA,98056
Battery Electric Vehicle (BEV),1G1FZ6S01P,249634563,2023,CHEVROLET,Bolt EUV,Passenger,0,New,Original Title,August 01 2023,2023,King,RENTON,WA,98056
Battery Electric Vehicle (BEV),1N4AZ1CP0J,185413168,2018,NISSAN,Leaf,Passenger,151,Used,Registration Renewal,November 12 2022,2022,King,REDMOND,WA,98052
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E4CC,7874,2012,CHEVROLET,Volt,Passenger,35,New,Original Registration,October 30 2012,2012,King,REDMOND,WA,98052
Plug-in Hybrid Electric Vehicle (PHEV),5UXTA6C05N,193003485,2022,BMW,X5,Passenger,30,Used,Registration Renewal,April 30 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),KNDJX3AE9H,237735536,2017,KIA,Soul EV,Passenger,93,Used,Registration at time of Transfer,August 06 2020,2020,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),YSMFD3KA8R,265748507,2024,POLESTAR,PS2,Passenger,0,New,Original Title,May 07 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Plug-in Hybrid Electric Vehicle (PHEV),WDC0G5EB6K,249374408,2019,MERCEDES-BENZ,GLC-Class,Passenger,10,Used,Registration Renewal,January 02 2020,2020,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),5YJSA1DG0D,108019719,2013,TESLA,Model S,Passenger,208,Used,Registration Renewal,May 06 2014,2014,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),7PDSGABA1P,261413484,2023,RIVIAN,R1S,Passenger,0,New,Original Registration,February 02 2024,2024,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),YV4ED3UB9N,207102472,2022,VOLVO,XC40,Passenger,0,New,Original Title,June 16 2022,2022,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1G1FZ6S08K,346195356,2019,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,September 24 2021,2021,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),5YJYGDEE2M,153957744,2021,TESLA,Model Y,Passenger,0,New,Original Title,April 08 2021,2021,Kitsap,INDIANOLA,WA,98342
Battery Electric Vehicle (BEV),5YJ3E1EB2P,260989067,2023,TESLA,Model 3,Passenger,0,New,Original Title,January 11 2024,2024,King,SEATTLE,WA,98133
Battery Electric Vehicle (BEV),5YJ3E1EC3N,267087586,2022,TESLA,Model 3,Passenger,0,Used,Original Registration,June 04 2024,2024,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),KM8K53AG2M,167337138,2021,HYUNDAI,Kona Electric,Passenger,0,Used,Registration at time of Transfer,December 27 2023,2023,King,SEATTLE,WA,98177
Plug-in Hybrid Electric Vehicle (PHEV),KM8JBDD21R,259539941,2024,HYUNDAI,Tucson,Passenger,33,New,Original Title,November 30 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),5YJ3E1EB2N,212158474,2022,TESLA,Model 3,Passenger,0,New,Original Registration,September 29 2022,2022,Kitsap,PORT ORCHARD,WA,98367
Battery Electric Vehicle (BEV),5YJXCBE29J,136714147,2018,TESLA,Model X,Passenger,238,Used,Registration Renewal,July 16 2019,2019,King,NORTH BEND,WA,98045
Plug-in Hybrid Electric Vehicle (PHEV),3FA6P0PU4F,212988429,2015,FORD,Fusion,Passenger,19,Used,Registration Renewal,April 24 2020,2020,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),1N4AZ1BV8M,148317620,2021,NISSAN,Leaf,Passenger,0,Used,Registration at time of Transfer,May 19 2022,2022,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),WVWKR7AU2K,475159569,2019,VOLKSWAGEN,e-Golf,Passenger,125,New,Original Registration,January 14 2019,2019,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),3C3CFFGE0G,258508421,2016,FIAT,500,Passenger,84,Used,Transfer Title,September 21 2023,2023,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),WVGTMPE28N,236595054,2022,VOLKSWAGEN,ID.4,Passenger,0,New,Original Title,April 28 2023,2023,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),5YJ3E1EC4M,180606688,2021,TESLA,Model 3,Passenger,0,New,Original Registration,October 08 2021,2021,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),5YJXCAE23H,320732212,2017,TESLA,Model X,Passenger,200,New,Original Title,January 09 2018,2018,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),1G1FY6S02M,156595904,2021,CHEVROLET,Bolt EV,Passenger,0,Used,Registration Renewal,April 10 2023,2023,Jefferson,BRINNON,WA,98320
Battery Electric Vehicle (BEV),1G1FZ6S08L,104960551,2020,CHEVROLET,Bolt EV,Passenger,259,Used,Transfer Title,May 06 2024,2024,Jefferson,BRINNON,WA,98320
Battery Electric Vehicle (BEV),KM8KNDAF0P,224582347,2023,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,November 22 2022,2022,Clark,BATTLE GROUND,WA,98604
Battery Electric Vehicle (BEV),5YJSA1E51N,194315201,2022,TESLA,Model S,Passenger,0,Used,Registration Renewal,February 03 2023,2023,King,SEATTLE,WA,98119
Plug-in Hybrid Electric Vehicle (PHEV),1FMCU0KZ7N,265877482,2022,FORD,Escape,Passenger,38,Used,Original Registration,March 22 2024,2024,King,SEATTLE,WA,98119
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L70P,261799107,2023,CHRYSLER,Pacifica,Passenger,32,New,Original Registration,March 21 2024,2024,Jefferson,BRINNON,WA,98320
Battery Electric Vehicle (BEV),KNDJX3AE1H,120721814,2017,KIA,Soul EV,Passenger,93,Used,Registration Renewal,July 13 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAYGDEF3N,217265492,2022,TESLA,Model Y,Passenger,0,Used,Registration Renewal,August 24 2023,2023,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),5YJXCDE21L,127182779,2020,TESLA,Model X,Passenger,289,New,Original Title,November 02 2020,2020,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJSA1E23J,475129861,2018,TESLA,Model S,Passenger,249,Used,Registration Renewal,October 21 2021,2021,King,BELLEVUE,WA,98005
Plug-in Hybrid Electric Vehicle (PHEV),JM3KKEHA8R,251740037,2024,MAZDA,CX-90,Passenger,26,New,Original Title,August 29 2023,2023,King,KIRKLAND,WA,98033
Plug-in Hybrid Electric Vehicle (PHEV),KNDRMDLH7R,261569710,2024,KIA,Sorento,Passenger,32,New,Original Title,March 21 2024,2024,King,SAMMAMISH,WA,98074
Plug-in Hybrid Electric Vehicle (PHEV),JTDKN3DPXC,270229802,2012,TOYOTA,Prius Plug-in,Passenger,6,Used,Registration Renewal,March 07 2022,2022,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),JTMFB3FV2R,264689603,2024,TOYOTA,RAV4 Prime,Passenger,42,New,Original Registration,March 22 2024,2024,King,SEATTLE,WA,98144
Plug-in Hybrid Electric Vehicle (PHEV),1C4RJXU66R,251356591,2024,JEEP,Wrangler,Passenger,21,New,Original Title,August 30 2023,2023,King,SEATTLE,WA,98109
Plug-in Hybrid Electric Vehicle (PHEV),1G1RA6E41C,156096251,2012,CHEVROLET,Volt,Passenger,35,Used,Registration Renewal,May 15 2017,2017,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJSA1E52P,258171574,2023,TESLA,Model S,Passenger,0,Used,Transfer Title,March 19 2024,2024,King,TUKWILA,WA,98188
Battery Electric Vehicle (BEV),5YJXCBE43G,136537852,2016,TESLA,Model X,Passenger,200,Used,Registration Renewal,March 14 2023,2023,King,BELLEVUE,WA,98006
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F15J,476366782,2018,HONDA,Clarity,Passenger,47,Used,Registration Renewal,September 13 2021,2021,Jefferson,PORT TOWNSEND,WA,98368
Battery Electric Vehicle (BEV),5YJYGDEE9M,148917023,2021,TESLA,Model Y,Passenger,0,New,Original Registration,April 16 2021,2021,King,RENTON,WA,98056
