Clean Alternative Fuel Vehicle Type,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,Primary Use,Electric Range,New or Used Vehicle,Transaction Type,Transaction Date,Year,County,City,State,Postal Code
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0DK3K,476938416,2019,VOLVO,XC60,Passenger,17,New,Original Title,September 18 2019,2019,King,SEATTLE,WA,98112
Plug-in Hybrid Electric Vehicle (PHEV),KNDRJDLH3N,183387753,2022,KIA,Sorento,Passenger,32,New,Original Title,December 30 2021,2021,Cowlitz,SILVERLAKE,WA,98645
Plug-in Hybrid Electric Vehicle (PHEV),JTMFB3FV8M,161457733,2021,TOYOTA,RAV4 Prime,Passenger,42,New,Original Registration,June 11 2021,2021,Yakima,YAKIMA,WA,98902
Battery Electric Vehicle (BEV),1N4AZ1BV1N,207368241,2022,NISSAN,Leaf,Passenger,0,Used,Registration Renewal,May 27 2023,2023,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),5YJ3E1EB9J,475044734,2018,TESLA,Model 3,Passenger,215,Used,Registration Renewal,October 20 2022,2022,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),1N4BZ1CP8K,255692349,2019,NISSAN,Leaf,Passenger,150,New,Original Registration,August 22 2019,2019,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),1N4AZ0CP1F,162505563,2015,NISSAN,Leaf,Passenger,84,Used,Registration Renewal,March 03 2016,2016,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),5YJXCDE22H,202571477,2017,TESLA,Model X,Passenger,200,Used,Registration Renewal,October 18 2019,2019,King,SEATTLE,WA,98103
Battery Electric Vehicle (BEV),5YJ3E1EBXN,187094904,2022,TESLA,Model 3,Passenger,0,Used,Registration at time of Transfer,February 15 2024,2024,Thurston,BUCODA,WA,98530
Battery Electric Vehicle (BEV),JN1AZ0CP7B,173404556,2011,NISSAN,Leaf,Passenger,73,Used,Transfer Title,November 02 2023,2023,Yakima,YAKIMA,WA,98901
Battery Electric Vehicle (BEV),1G1FW6S09L,264623439,2020,CHEVROLET,Bolt EV,Passenger,259,Used,Original Title,March 18 2024,2024,Clark,BATTLE GROUND,WA,98604
Battery Electric Vehicle (BEV),1N4AZ0CP5D,289071583,2013,NISSAN,Leaf,Passenger,75,Used,Registration Renewal,February 27 2021,2021,Clark,VANCOUVER,WA,98685
Battery Electric Vehicle (BEV),7SAYGDEF7P,240701485,2023,TESLA,Model Y,Passenger,0,Used,Registration Renewal,May 28 2024,2024,King,SEATTLE,WA,98105
Plug-in Hybrid Electric Vehicle (PHEV),JTMEB3FVXM,142163675,2021,TOYOTA,RAV4 Prime,Passenger,42,Used,Registration Renewal,January 15 2022,2022,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),5YJ3E1EB3K,329063318,2019,TESLA,Model 3,Passenger,220,Used,Registration Renewal,June 10 2021,2021,King,SEATTLE,WA,98115
Battery Electric Vehicle (BEV),1N4AZ0CP2D,204897892,2013,NISSAN,Leaf,Passenger,75,Used,Registration at time of Transfer,October 03 2019,2019,Island,COUPEVILLE,WA,98239
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E46D,184976074,2013,CHEVROLET,Volt,Passenger,38,Used,Registration at time of Transfer,April 29 2015,2015,Island,COUPEVILLE,WA,98239
Plug-in Hybrid Electric Vehicle (PHEV),JTMAB3FV0P,245688222,2023,TOYOTA,RAV4 Prime,Passenger,42,New,Original Registration,July 25 2023,2023,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),LPSED3KA8N,219691769,2022,POLESTAR,PS2,Passenger,0,New,Original Registration,October 20 2022,2022,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1FT6W1EV6P,259242357,2023,FORD,F-150,Truck,0,New,Original Title,November 29 2023,2023,Clark,RIDGEFIELD,WA,98642
Battery Electric Vehicle (BEV),1G1FZ6S08N,211565301,2022,CHEVROLET,Bolt EUV,Passenger,0,New,Original Registration,August 17 2022,2022,King,SEATTLE,WA,98107
Battery Electric Vehicle (BEV),KM8K33AG1P,254040573,2023,HYUNDAI,Kona Electric,Passenger,0,New,Original Registration,January 04 2024,2024,King,SEATTLE,WA,98117
Plug-in Hybrid Electric Vehicle (PHEV),WBY1Z8C33H,116901851,2017,BMW,i3,Passenger,97,Used,Original Title,September 01 2020,2020,King,PACIFIC,WA,98047
Battery Electric Vehicle (BEV),1N4AZ0CP3D,106785206,2013,NISSAN,Leaf,Passenger,75,Used,Transfer Title,October 10 2022,2022,Thurston,BUCODA,WA,98530
Battery Electric Vehicle (BEV),5YJSA1E69P,224416167,2023,TESLA,Model S,Passenger,0,Used,Registration Renewal,October 30 2023,2023,Yakima,YAKIMA,WA,98908
Plug-in Hybrid Electric Vehicle (PHEV),3FA6P0SU0L,264927785,2020,FORD,Fusion,Passenger,26,Used,Original Title,April 12 2024,2024,Cowlitz,ARIEL,WA,98603
Battery Electric Vehicle (BEV),JTMABABA2P,258627316,2023,SUBARU,Solterra,Passenger,0,New,Original Registration,December 07 2023,2023,Cowlitz,LONGVIEW,WA,98632
Plug-in Hybrid Electric Vehicle (PHEV),JTDKARFPXJ,262283661,2018,TOYOTA,Prius Prime,Passenger,25,Used,Original Title,January 16 2024,2024,Clark,BATTLE GROUND,WA,98604
Plug-in Hybrid Electric Vehicle (PHEV),1G1RD6E42D,126460148,2013,CHEVROLET,Volt,Passenger,38,New,Original Registration,January 22 2014,2014,Jefferson,PORT LUDLOW,WA,98365
Battery Electric Vehicle (BEV),5YJSA1E22H,349494995,2017,TESLA,Model S,Passenger,210,Used,Transfer Title,December 13 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA2L,3627683,2020,TESLA,Model 3,Passenger,266,New,Original Registration,December 31 2019,2019,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WP0BB2Y1XP,253350352,2023,PORSCHE,Taycan,Passenger,0,New,Original Title,September 21 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAYGDEF3P,260329170,2023,TESLA,Model Y,Passenger,0,Used,Original Registration,January 10 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA5M,223924746,2021,TESLA,Model 3,Passenger,0,Used,Original Title,November 15 2022,2022,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WBY43AW00P,255956284,2023,BMW,i4,Passenger,0,Used,Original Registration,October 12 2023,2023,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),3MW39FS02P,227332689,2023,BMW,330e,Passenger,20,New,Original Registration,January 25 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJXCBE4XK,344195141,2019,TESLA,Model X,Passenger,289,Used,Registration Renewal,June 02 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),SADHD2S1XK,109184036,2019,JAGUAR,I-PACE,Passenger,234,New,Original Registration,July 08 2020,2020,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EAXM,177571306,2021,TESLA,Model 3,Passenger,0,New,Original Title,September 29 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA0K,260161275,2019,TESLA,Model 3,Passenger,220,Used,Original Registration,January 27 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJXCBE28J,117103213,2018,TESLA,Model X,Passenger,238,Used,Registration Renewal,March 15 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WBY33AW08R,262074095,2024,BMW,i4,Passenger,0,New,Original Title,January 11 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1GYKPMRK3P,244885861,2023,CADILLAC,Lyriq,Passenger,0,New,Original Registration,July 19 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EB9M,264689295,2021,TESLA,Model 3,Passenger,0,Used,Original Registration,March 14 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJSA1S28F,109146894,2015,TESLA,Model S,Passenger,208,Used,Registration Renewal,August 05 2017,2017,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),1FADP5CUXD,253249678,2013,FORD,C-Max,Passenger,19,Used,Registration Renewal,May 06 2021,2021,Kitsap,PORT ORCHARD,WA,98366
Battery Electric Vehicle (BEV),KNDCE3LG2N,194972018,2022,KIA,Niro,Passenger,0,Used,Registration at time of Transfer,February 03 2023,2023,Kitsap,PORT ORCHARD,WA,98366
Battery Electric Vehicle (BEV),1N4BZ0CP4G,142586902,2016,NISSAN,Leaf,Passenger,84,Used,Registration Renewal,May 17 2018,2018,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),JN1AZ0CP2B,173686803,2011,NISSAN,Leaf,Passenger,73,New,Original Title,November 04 2011,2011,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),JN1AZ0CP9C,212258098,2012,NISSAN,Leaf,Passenger,73,Used,Registration at time of Transfer,October 25 2023,2023,King,BURIEN,WA,98168
Battery Electric Vehicle (BEV),5YJSA1E25G,211472208,2016,TESLA,Model S,Passenger,210,Used,Registration at time of Transfer,September 19 2022,2022,Yakima,YAKIMA,WA,98902
Battery Electric Vehicle (BEV),5YJ3E1EB6P,245443390,2023,TESLA,Model 3,Passenger,0,New,Original Title,August 15 2023,2023,King,FEDERAL WAY,WA,98003
Plug-in Hybrid Electric Vehicle (PHEV),3MW39FS08P,237922667,2023,BMW,330e,Passenger,20,Used,Original Title,April 27 2023,2023,Clark,VANCOUVER,WA,98664
Battery Electric Vehicle (BEV),1N4AZ0CP9F,3678216,2015,NISSAN,Leaf,Passenger,84,Used,Registration Renewal,January 26 2022,2022,King,BURIEN,WA,98146
Plug-in Hybrid Electric Vehicle (PHEV),YV4H60DZ2N,203457831,2022,VOLVO,XC60,Passenger,35,Used,Registration Renewal,April 04 2023,2023,King,FEDERAL WAY,WA,98023
Battery Electric Vehicle (BEV),5YJ3E1EA3L,106021583,2020,TESLA,Model 3,Passenger,266,Used,Registration Renewal,March 01 2023,2023,King,RENTON,WA,98057
Battery Electric Vehicle (BEV),KM8KRDAF5P,230909178,2023,HYUNDAI,Ioniq 5,Passenger,0,Used,Registration Renewal,January 09 2024,2024,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),5YJYGDEE8L,255627004,2020,TESLA,Model Y,Passenger,291,Used,Original Registration,October 10 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1G1FX6S04N,205750779,2022,CHEVROLET,Bolt EV,Passenger,0,New,Original Registration,June 29 2022,2022,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),5YJSA1S21F,239924751,2015,TESLA,Model S,Passenger,208,Used,Registration at time of Transfer,September 21 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),5YJ3E1EA3P,249915550,2023,TESLA,Model 3,Passenger,0,New,Original Registration,August 15 2023,2023,Thurston,OLYMPIA,WA,98502
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1N79L,137153761,2020,CHRYSLER,Pacifica,Passenger,32,New,Original Registration,January 06 2021,2021,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),1V2WNPE88P,252164384,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,September 22 2023,2023,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),JHMZC5F18L,138901052,2020,HONDA,Clarity,Passenger,47,Used,Registration Renewal,May 15 2024,2024,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1N4BZ0CP8G,119182745,2016,NISSAN,Leaf,Passenger,84,Used,Transfer Title,November 28 2018,2018,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),5YJ3E1EB4N,185704200,2022,TESLA,Model 3,Passenger,0,Used,Registration Renewal,November 07 2022,2022,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),WP0AB2Y17L,150238609,2020,PORSCHE,Taycan,Passenger,203,New,Original Title,April 16 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WP0CD2Y10P,253023053,2023,PORSCHE,Taycan,Passenger,0,New,Original Registration,August 18 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),SADHD2S1XN,180655618,2022,JAGUAR,I-PACE,Passenger,0,Used,Registration Renewal,October 09 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EC4N,193831935,2022,TESLA,Model 3,Passenger,0,Used,Registration Renewal,April 19 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),1N4AZ1BV1P,239818085,2023,NISSAN,Leaf,Passenger,0,New,Original Title,June 02 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),7SAYGAEE1P,257901479,2023,TESLA,Model Y,Passenger,0,New,Original Title,November 29 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),JN1AZ0CP0B,1507600,2011,NISSAN,Leaf,Passenger,73,Used,Registration at time of Transfer,January 08 2018,2018,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),5YJSA1E29J,294557875,2018,TESLA,Model S,Passenger,249,New,Original Registration,June 28 2018,2018,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAXCBE5XN,212344464,2022,TESLA,Model X,Passenger,0,New,Original Registration,September 20 2022,2022,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR0CL8M,151408533,2021,VOLVO,XC90,Passenger,18,Used,Registration Renewal,April 19 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WBY1Z2C56E,121418720,2014,BMW,i3,Passenger,81,Used,Transfer Title,November 17 2016,2016,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EC9P,256307404,2023,TESLA,Model 3,Passenger,0,New,Original Title,October 05 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EAXJ,238426961,2018,TESLA,Model 3,Passenger,215,Used,Registration Renewal,January 08 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA4R,261505191,2024,TESLA,Model 3,Passenger,0,New,Original Registration,April 11 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJYGAEE0M,166966796,2021,TESLA,Model Y,Passenger,0,New,Original Title,August 05 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),JTMABACA0R,267472859,2024,TOYOTA,bZ4X,Passenger,0,New,Original Title,June 10 2024,2024,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),1V2WNPE80P,260453679,2023,VOLKSWAGEN,ID.4,Passenger,0,New,Original Registration,March 07 2024,2024,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),KM8KNDAF2P,224744663,2023,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,December 29 2022,2022,King,RENTON,WA,98055
Battery Electric Vehicle (BEV),KM8KMDAF5P,257422392,2023,HYUNDAI,Ioniq 5,Passenger,0,New,Original Title,October 19 2023,2023,King,RENTON,WA,98055
Plug-in Hybrid Electric Vehicle (PHEV),JTDKARFP4J,135592355,2018,TOYOTA,Prius Prime,Passenger,25,New,Original Registration,May 31 2018,2018,King,KENT,WA,98031
Plug-in Hybrid Electric Vehicle (PHEV),KNDCC3LD0K,289114647,2019,KIA,Niro,Passenger,26,Used,Registration Renewal,September 14 2022,2022,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),1FAHP3R41C,134641930,2012,FORD,Focus,Passenger,76,Used,Registration Renewal,October 22 2015,2015,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),7SAYGAEE6N,206921263,2022,TESLA,Model Y,Passenger,0,New,Original Registration,August 02 2022,2022,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),5YJ3E1EB0L,103028922,2020,TESLA,Model 3,Passenger,322,Used,Registration Renewal,February 27 2024,2024,King,REDMOND,WA,98052
Battery Electric Vehicle (BEV),1N4BZ0CP9G,195748010,2016,NISSAN,Leaf,Passenger,84,New,Original Registration,August 09 2016,2016,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA3K,476686794,2019,TESLA,Model 3,Passenger,220,Used,Registration Renewal,June 07 2022,2022,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJ3E1EA2K,293416273,2019,TESLA,Model 3,Passenger,220,Used,Registration at time of Transfer,December 28 2023,2023,King,KENT,WA,98031
Battery Electric Vehicle (BEV),1G1FW6S09H,200481046,2017,CHEVROLET,Bolt EV,Passenger,238,Used,Registration Renewal,October 14 2019,2019,King,SEATTLE,WA,98177
Battery Electric Vehicle (BEV),7SAYGDEF0P,260209512,2023,TESLA,Model Y,Passenger,0,New,Original Registration,February 02 2024,2024,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),5YJYGDEE0M,157748132,2021,TESLA,Model Y,Passenger,0,New,Original Registration,June 18 2021,2021,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),7SAYGDEE2R,261246520,2024,TESLA,Model Y,Passenger,0,New,Original Registration,February 21 2024,2024,King,SEATTLE,WA,98178
Battery Electric Vehicle (BEV),5YJSA1H18E,112772068,2014,TESLA,Model S,Passenger,208,Used,Registration Renewal,September 13 2016,2016,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WP0CD2Y19P,231192062,2023,PORSCHE,Taycan,Passenger,0,New,Original Title,March 08 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7SAYGDEE6R,262425600,2024,TESLA,Model Y,Passenger,0,New,Original Title,March 12 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJXCBE2XJ,476603907,2018,TESLA,Model X,Passenger,238,Used,Registration Renewal,September 11 2023,2023,King,BELLEVUE,WA,98004
Plug-in Hybrid Electric Vehicle (PHEV),1FMCU0EZ5N,224551743,2022,FORD,Escape,Passenger,38,New,Original Registration,January 19 2023,2023,King,RENTON,WA,98055
Battery Electric Vehicle (BEV),WA1VABGE4K,107520297,2019,AUDI,e-tron,Passenger,204,Used,Registration Renewal,April 26 2024,2024,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1N4AZ0CP9E,162603157,2014,NISSAN,Leaf,Passenger,84,Used,Original Registration,January 17 2017,2017,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WBY8P2C04L,106314785,2020,BMW,i3,Passenger,153,Used,Registration at time of Transfer,June 09 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1G1FX6S0XH,145057349,2017,CHEVROLET,Bolt EV,Passenger,238,Used,Registration at time of Transfer,August 01 2020,2020,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),2C4RC1L72P,256302819,2023,CHRYSLER,Pacifica,Passenger,32,New,Original Title,November 01 2023,2023,King,SEATTLE,WA,98125
Plug-in Hybrid Electric Vehicle (PHEV),3MW5P9J00M,175488981,2021,BMW,330e,Passenger,20,Used,Registration Renewal,August 31 2022,2022,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),WVWKR7AUXK,2268906,2019,VOLKSWAGEN,e-Golf,Passenger,125,Used,Transfer Title,June 28 2023,2023,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),1G1FY6S07L,137066513,2020,CHEVROLET,Bolt EV,Passenger,259,New,Original Title,December 30 2020,2020,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),5YJ3E1EA6J,229824332,2018,TESLA,Model 3,Passenger,215,Used,Registration Renewal,August 17 2021,2021,Kitsap,BAINBRIDGE ISLAND,WA,98110
Battery Electric Vehicle (BEV),1N4AZ0CP7D,118896025,2013,NISSAN,Leaf,Passenger,75,New,Original Title,November 27 2013,2013,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),1N4BZ1BV2N,199432831,2022,NISSAN,Leaf,Passenger,0,Used,Transfer Title,December 11 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),WA1VABGE6K,4775291,2019,AUDI,e-tron,Passenger,204,Used,Registration Renewal,November 13 2023,2023,King,RENTON,WA,98055
Battery Electric Vehicle (BEV),YSMFG3KAXR,257741459,2024,POLESTAR,PS2,Passenger,0,New,Original Registration,November 28 2023,2023,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),1FADP3R47D,107900432,2013,FORD,Focus,Passenger,76,New,Original Title,April 26 2013,2013,Thurston,OLYMPIA,WA,98502
Plug-in Hybrid Electric Vehicle (PHEV),JA4T5VA90P,221435728,2023,MITSUBISHI,Outlander,Passenger,38,Used,Registration Renewal,November 27 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),WA16AAGE6R,253884389,2024,AUDI,Q8,Passenger,0,New,Original Title,September 25 2023,2023,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),5YJ3E1EA2J,348530752,2018,TESLA,Model 3,Passenger,215,Used,Registration Renewal,December 07 2021,2021,King,KIRKLAND,WA,98033
Battery Electric Vehicle (BEV),LPSED3KA1M,244439940,2021,POLESTAR,PS2,Passenger,233,Used,Registration Renewal,May 20 2024,2024,King,SEATTLE,WA,98133
Plug-in Hybrid Electric Vehicle (PHEV),1G1RC6S51G,101738759,2016,CHEVROLET,Volt,Passenger,53,Used,Registration Renewal,June 28 2017,2017,King,SEATTLE,WA,98177
Plug-in Hybrid Electric Vehicle (PHEV),WAUUPBFF6G,250784901,2016,AUDI,A3,Passenger,16,Used,Original Registration,March 30 2018,2018,King,SEATTLE,WA,98146
Battery Electric Vehicle (BEV),5YJXCBE27J,475981824,2018,TESLA,Model X,Passenger,238,Used,Registration Renewal,November 13 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJSA1E6XN,208788737,2022,TESLA,Model S,Passenger,0,New,Original Registration,July 12 2022,2022,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),LPSED3KA0M,181465140,2021,POLESTAR,PS2,Passenger,233,Used,Registration Renewal,September 19 2022,2022,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),5YJYGDEE1M,161789092,2021,TESLA,Model Y,Passenger,0,New,Original Registration,July 02 2021,2021,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),5YJXCBE29K,133793404,2019,TESLA,Model X,Passenger,289,Used,Registration Renewal,June 13 2022,2022,King,SEATTLE,WA,98125
Battery Electric Vehicle (BEV),KNDCC3LG0K,195634785,2019,KIA,Niro,Passenger,239,Used,Registration Renewal,April 19 2021,2021,Thurston,OLYMPIA,WA,98512
Battery Electric Vehicle (BEV),5YJSA1E29G,350359796,2016,TESLA,Model S,Passenger,210,Used,Registration Renewal,November 16 2020,2020,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),1N4AZ0CP5F,243192484,2015,NISSAN,Leaf,Passenger,84,Used,Registration Renewal,October 21 2015,2015,King,BOTHELL,WA,98011
Battery Electric Vehicle (BEV),7SAXCBE56P,258518788,2023,TESLA,Model X,Passenger,0,New,Original Registration,December 19 2023,2023,King,BELLEVUE,WA,98004
Battery Electric Vehicle (BEV),7PDSGBBA5P,257530738,2023,RIVIAN,R1S,Passenger,0,New,Original Title,November 09 2023,2023,King,BELLEVUE,WA,98007
Battery Electric Vehicle (BEV),1N4BZ0CPXH,166250486,2017,NISSAN,Leaf,Passenger,107,Used,Registration at time of Transfer,December 11 2023,2023,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),7SAYGDEF1N,182562621,2022,TESLA,Model Y,Passenger,0,New,Original Title,December 07 2021,2021,King,BELLEVUE,WA,98008
Battery Electric Vehicle (BEV),YSMED3KA5P,219090630,2023,POLESTAR,PS2,Passenger,0,New,Original Registration,October 13 2022,2022,King,SAMMAMISH,WA,98074
